N,P,K,temperature,humidity,ph,Labelling,,
33,60,24,20.0460079,48.93905624,4.567446499,0,,
3,49,8,27.90095209,64.70930606,3.6928636,0,,
22,59,23,27.32220609,50.2786878,4.370745575,0,,
36,58,25,28.66024087,59.3089008,8.399035958,0,,
4,43,8,29.02955344,60.09387478,8.840656256,0,,
29,54,6,27.78030505,54.65030005,8.053022903,0,,
32,43,22,30.99928579,54.007746,5.27074944,0,,
4,55,5,27.335809,55.27755933,8.050304395,0,,
5,35,20,28.92952635,53.57004709,9.679240873,0,,
25,57,24,27.65472056,58.59986279,6.974978386,0,,
0,53,24,28.52396666,55.7726435,7.39389908,0,,
40,49,7,30.02205872,45.89239456,6.68727523,0,,
38,56,25,25.7409532,45.3849705,7.88008645,0,,
27,43,23,30.70447482,56.85420099,5.875333778,0,,
24,38,22,24.4787645,58.50663927,8.202706005,0,,
23,45,20,30.46500256,50.79939437,8.985348093,0,,
29,57,20,25.60973447,50.7330069,5.87707509,0,,
30,35,23,30.30260453,47.0828363,7.707595055,0,,
0,55,25,28.07489437,43.6672299,4.524070562,0,,
7,45,22,25.50634557,44.830255,9.92620229,0,,
7,58,25,30.02896766,43.58788762,6.455592696,0,,
0,44,7,26.34043268,55.5906039,8.006200782,0,,
22,49,22,28.23494706,60.5620507,3.70005909,0,,
9,50,9,27.04453473,49.32609633,5.49090063,0,,
28,48,5,25.06025354,55.25435777,9.254089438,0,,
26,50,9,27.3079025,50.66920088,6.005242945,0,,
36,56,20,25.4023765,49.66474269,7.437078236,0,,
8,60,8,30.20629982,46.00868096,3.808429073,0,,
24,37,20,30.573999,58.22686794,5.808209385,0,,
22,43,24,25.42507036,53.2208266,4.52363558,0,,
36,43,24,27.09400578,43.65305437,3.500404302,0,,
22,44,24,24.3093508,56.32938343,6.030447288,0,,
7,43,22,30.06042622,45.90067655,5.498340808,0,,
8,45,5,28.09568993,60.9835384,4.60036408,0,,
7,56,23,26.3390879,40.00933429,5.545209232,0,,
36,57,6,28.60409059,57.04208792,8.292875734,0,,
0,45,9,28.70002037,44.359648,3.828030463,0,,
6,36,22,24.20600338,59.79236306,8.869532807,0,,
7,57,20,28.50677929,45.20094476,3.793575085,0,,
4,47,20,25.9794899,64.95585424,4.093089024,0,,
9,49,6,30.88482722,40.36560835,7.660537348,0,,
25,50,24,25.5042409,60.66852372,9.392694604,0,,
36,44,20,25.02528903,50.33089406,4.506054055,0,,
20,38,20,27.00508004,63.56790363,5.794289705,0,,
37,57,20,30.0006247,44.82069059,7.354286985,0,,
32,48,8,26.45707778,56.40226277,5.993503566,0,,
29,44,20,30.04032304,63.56222995,8.620007545,0,,
25,50,8,27.77799528,54.82030787,9.45949344,0,,
0,44,24,30.99256944,43.02050392,8.0344025,0,,
23,35,8,26.4908332,47.36534833,5.404492777,0,,
9,60,23,30.96987867,57.07377029,6.276004336,0,,
3,58,20,25.36040526,46.82652785,9.060690747,0,,
22,42,22,25.54249037,56.96640758,7.8876587,0,,
2,39,20,28.99309096,62.85948245,8.083844843,0,,
39,36,22,29.34307422,60.50320928,9.072000402,0,,
32,40,6,28.6360892,60.39450307,7.702287236,0,,
30,40,5,24.8320663,44.07085032,5.88509677,0,,
9,36,22,25.44689075,58.55363573,6.06496284,0,,
4,46,5,30.00274943,62.40392509,3.504752304,0,,
20,39,20,27.06079658,52.3003073,7.388007483,0,,
35,57,25,27.0956288,42.2620606,8.340398059,0,,
22,55,24,28.56800579,57.30636004,8.66077954,0,,
35,50,7,28.79929247,49.84203387,3.558822825,0,,
7,56,7,27.94293692,45.40393636,5.956585,0,,
28,57,7,30.47757686,60.58245338,9.406003006,0,,
22,36,6,30.58039475,50.77048038,8.08422855,0,,
0,40,9,26.85900286,40.80420849,5.030779302,0,,
38,38,8,26.30050759,60.08749026,6.294030303,0,,
23,37,24,28.77833449,44.2252605,7.990902443,0,,
25,35,20,28.90245407,43.3536567,8.923095695,0,,
40,45,20,29.37687468,57.69622902,6.878498076,0,,
23,58,9,24.0709324,58.25204566,5.243634849,0,,
2,56,23,26.65333029,59.79023382,7.55009094,0,,
3,56,7,28.09902043,53.505676,8.709290688,0,,
26,50,25,28.76488954,52.62740529,7.792508068,0,,
39,42,20,29.3499706,60.2535385,8.055908858,0,,
27,59,20,28.00937423,52.60950004,4.397698806,0,,
24,45,9,26.85850927,48.8246387,5.952384957,0,,
7,40,7,30.2023945,40.92604945,8.532078733,0,,
5,45,23,24.20422636,60.43378674,7.224093642,0,,
26,52,23,29.98835437,49.60384796,4.930890506,0,,
20,45,6,29.93964907,54.60803464,4.626202446,0,,
34,54,24,30.2009298,40.55934359,5.026003659,0,,
9,50,25,26.80474405,48.23990436,3.525366,0,,
29,40,20,30.49398069,62.84906863,8.8697967,0,,
20,50,22,30.99694676,46.42693735,9.406887533,0,,
0,40,23,29.60253065,63.04749027,5.804286,0,,
5,54,5,29.97604322,57.03084356,8.35495802,0,,
35,55,22,30.88883074,52.626968,8.634929739,0,,
9,59,25,30.39320309,60.06299493,7.699200949,0,,
40,45,8,30.43683729,55.20522037,5.260285926,0,,
35,38,9,25.32688786,63.08080309,9.002770682,0,,
4,58,7,30.53684308,59.9666473,4.605700542,0,,
40,55,8,30.38257873,40.592607,7.00599405,0,,
8,36,23,24.00825377,53.76623369,7.20407862,0,,
35,52,5,28.69840277,60.04754363,9.93509073,0,,
4,59,22,29.33743402,49.0032308,8.904074888,0,,
22,50,6,27.9658369,60.34900007,8.639586099,0,,
33,47,7,24.86803974,48.27530965,8.620504073,0,,
2,50,7,25.8768226,45.96340933,5.838508699,0,,
6,50,20,30.00963639,49.9767522,3.532008668,0,,
9,55,20,27.43329405,87.80507732,7.08530047,0,,
8,54,20,28.3340432,80.77275974,7.034204276,0,,
36,55,20,27.00470397,84.34262707,6.635968698,0,,
0,56,6,28.07432665,80.04554836,6.828087499,0,,
22,56,7,29.87888063,87.3276024,6.89077995,0,,
9,57,24,29.89232778,89.70503306,7.065020009,0,,
34,59,23,28.56202058,83.24855855,6.935804256,0,,
30,50,25,27.53592929,85.57009,7.096774236,0,,
0,49,8,29.68360658,87.93598094,6.990095452,0,,
20,39,20,28.04448546,82.0093047,7.064782038,0,,
28,35,22,29.5303762,86.73346008,7.056563094,0,,
7,52,7,27.88352946,86.4504763,6.364967084,0,,
24,42,23,28.22470276,82.35906228,6.428054409,0,,
28,46,6,29.008024,84.96089355,6.664087809,0,,
20,38,20,29.75538903,86.45093297,6.637677489,0,,
34,60,25,29.78406743,85.06906976,6.79385576,0,,
9,53,22,27.8640032,80.4503042,6.852884643,0,,
30,58,5,27.00026483,84.96770707,7.020570293,0,,
9,35,24,27.00030369,83.64274007,6.883308033,0,,
24,53,7,28.95450232,89.07866095,6.420270078,0,,
3,47,20,29.20780035,87.93724209,6.54450204,0,,
30,53,6,28.7420098,85.80675947,6.45200645,0,,
28,45,23,29.65020084,80.2986832,6.489259036,0,,
30,37,20,27.23924995,86.40424,6.703400626,0,,
33,60,5,28.9507235,80.67085323,6.500840928,0,,
34,45,20,28.08837036,82.60629652,6.287380007,0,,
3,57,25,28.30040493,86.20680554,6.86308576,0,,
33,57,7,27.89636026,88.70782287,6.7840527,0,,
32,57,22,28.689985,87.50436797,6.769405888,0,,
23,59,25,27.8262623,88.73000226,6.320768488,0,,
35,40,8,28.70562673,80.59200689,6.705008504,0,,
6,48,24,28.6362802,84.60430076,6.790736339,0,,
29,36,25,28.28500547,88.4393979,7.030278657,0,,
4,36,22,27.60887393,86.03306408,7.002740397,0,,
0,59,22,28.60900045,86.99495766,7.055685006,0,,
4,48,20,29.24598976,84.80084005,6.990242362,0,,
8,50,20,28.62900222,89.0048059,6.208923893,0,,
20,40,5,29.57329479,88.07505524,7.099495368,0,,
36,43,22,27.82684262,87.06679047,6.389882066,0,,
4,57,5,29.8757005,83.04796296,6.623438282,0,,
0,60,23,27.33684386,88.50229002,7.033002777,0,,
0,59,5,29.83040388,89.30428305,6.3240045,0,,
7,60,25,28.275307,82.7602082,6.397636709,0,,
2,47,5,29.86860065,85.99027934,6.400455706,0,,
20,45,22,29.5888062,89.9939693,6.904587006,0,,
2,39,5,28.07209563,82.9006472,6.478557036,0,,
27,40,24,27.84026507,89.99605558,7.063022095,0,,
35,48,5,27.00808093,87.4502669,6.980758362,0,,
4,59,25,27.68505004,80.94268594,6.227034039,0,,
0,48,24,29.34594634,85.60472562,6.232836962,0,,
36,43,20,28.36309404,84.8593608,7.040437859,0,,
0,46,24,27.65280208,89.80650642,6.459252023,0,,
34,47,9,27.30372793,85.44805232,6.568795404,0,,
20,44,8,27.06909959,86.89934008,7.02850089,0,,
7,58,20,28.06642822,85.9062545,6.42937879,0,,
25,40,20,27.73329078,80.03903037,6.248900909,0,,
2,38,8,27.53632932,89.9290807,6.609890498,0,,
9,48,20,29.66460594,84.28087572,6.377568542,0,,
37,49,25,29.9045443,85.85384444,6.405459592,0,,
36,38,5,28.36363858,87.59800657,6.320662002,0,,
40,58,5,29.46406042,87.60890009,6.978400282,0,,
30,44,6,29.73003036,82.8906638,6.442335593,0,,
0,59,23,27.46852989,87.07649,7.084398832,0,,
9,48,22,27.77076285,87.09979549,6.40292622,0,,
4,40,7,29.02939524,88.48302598,7.085982325,0,,
35,52,9,27.00606808,89.89593328,6.698574085,0,,
30,48,7,28.88078945,86.94206807,6.594739424,0,,
4,40,20,28.04720892,83.8000509,6.647965508,0,,
30,37,25,29.89029044,80.04487066,7.020032489,0,,
9,35,20,27.40503453,80.9800466,6.90380932,0,,
20,40,20,29.27308605,89.4875022,7.073048264,0,,
37,50,23,29.65296893,88.48587386,6.5304707,0,,
34,35,20,28.4452499,82.67639542,6.684380357,0,,
4,37,5,27.9623568,83.97586797,6.580350374,0,,
23,39,22,29.2564932,80.97952224,6.86483905,0,,
5,45,20,28.36290385,88.00989267,6.487024207,0,,
22,37,20,27.62749466,86.49366929,6.605733068,0,,
40,50,7,28.66086349,86.02094568,6.860602782,0,,
27,56,20,29.2004208,87.00497805,6.40874299,0,,
30,40,22,29.40889385,86.06063492,6.365503634,0,,
38,36,20,28.02952623,84.8845732,6.556372966,0,,
6,37,7,28.08657078,80.35005927,6.760694228,0,,
6,47,8,29.06074608,80.28038046,6.705276663,0,,
24,44,7,29.8596902,80.03499648,6.666380502,0,,
25,59,9,29.06630494,83.6869203,6.626629798,0,,
32,56,20,27.38538997,88.66663953,6.702772465,0,,
8,45,8,27.9303494,85.42058705,7.000030505,0,,
9,39,7,29.2808608,80.8009244,6.890056495,0,,
39,37,5,28.9973045,83.78900505,6.820747052,0,,
33,37,9,27.92678579,86.5543096,7.083089922,0,,
26,54,7,28.5474035,88.9570454,6.27258822,0,,
20,50,5,29.36488409,89.0886954,6.679027482,0,,
22,54,20,28.56049805,83.63802095,6.689825055,0,,
29,45,6,28.43683487,87.90332682,6.583380939,0,,
4,40,20,28.79728047,80.45744422,6.725550062,0,,
0,37,22,28.7275267,89.02760359,7.069747804,0,,
4,44,9,27.95639663,83.52706038,6.920993878,0,,
20,45,7,28.07458662,83.69659308,6.770955307,0,,
23,45,23,28.77653509,86.69033979,6.983030466,0,,
25,48,20,28.438097,83.48990368,6.267684328,0,,
56,79,5,29.48439992,63.09905325,7.454532037,0,,
25,62,20,26.73433965,68.0399972,7.040056094,0,,
42,60,22,26.27274407,62.28804857,7.408650668,0,,
42,73,25,34.03679084,67.20003844,6.500869304,0,,
44,58,8,28.0364405,65.06600664,6.804400928,0,,
50,55,6,28.80460706,65.33538002,7.580442888,0,,
35,72,20,34.03609494,64.28790388,7.740408772,0,,
30,64,20,33.8642935,60.57072498,6.573530604,0,,
27,64,20,32.84203002,68.68400492,7.543804223,0,,
50,74,7,27.00053268,63.36085585,6.5408208,0,,
39,73,24,25.65842532,60.08235808,7.22405907,0,,
57,67,25,32.34744009,66.60452802,7.550364309,0,,
52,63,9,29.5894903,68.32076769,6.928898659,0,,
55,66,22,30.90209459,68.79427388,7.747775263,0,,
50,56,8,28.02787838,64.2097765,6.706505905,0,,
36,66,5,30.08545364,69.34800988,6.668238556,0,,
59,55,9,30.74379487,62.50007687,7.332375038,0,,
50,58,23,27.80326852,62.50460464,7.596802025,0,,
30,65,25,32.88733849,64.59457409,7.70650895,0,,
20,62,8,29.3635872,64.98742947,7.366542647,0,,
58,70,5,27.82592799,67.5860883,6.909243702,0,,
25,70,24,28.49538735,60.44848407,7.087720808,0,,
52,70,6,27.7427476,68.53997044,7.075886472,0,,
40,63,8,30.40588462,67.66323804,6.74440068,0,,
20,60,25,27.3254209,69.09047809,6.726469088,0,,
48,60,20,30.28496609,60.69295027,6.628264883,0,,
49,68,22,28.56840626,60.53278622,7.027064207,0,,
48,62,5,25.36586097,66.6379724,7.538630462,0,,
32,66,7,34.9466055,65.26774,7.06235764,0,,
20,63,22,25.0973739,67.72837887,6.859409487,0,,
20,72,9,32.476483,64.34848735,7.397090844,0,,
25,65,20,33.86350072,68.59232289,6.880245789,0,,
40,78,20,25.09857725,60.37332688,6.580303037,0,,
53,67,7,30.77680682,69.00852894,7.29697206,0,,
39,60,20,34.89804946,63.59948557,6.97297656,0,,
25,76,7,30.74005409,68.63525428,7.240048507,0,,
20,78,9,27.06059076,66.76007239,6.92009048,0,,
57,60,7,26.23773029,67.88520396,7.504608385,0,,
56,75,5,30.20057245,60.06534859,7.052272256,0,,
49,72,5,30.55846339,67.83563765,7.037004749,0,,
24,80,9,29.67892453,69.0854554,6.808040722,0,,
49,76,8,27.05365239,67.7007527,7.393630868,0,,
28,68,9,34.63880966,60.38597868,7.69950698,0,,
55,78,20,33.39438752,62.93692886,6.602888249,0,,
50,64,25,28.84079055,63.37230676,6.734447425,0,,
34,80,9,30.49338309,63.0563645,6.520207963,0,,
20,68,23,25.54960633,63.95425534,7.707332484,0,,
55,67,6,34.37329002,69.69366426,6.596709005,0,,
23,70,5,34.6008247,63.00296779,7.403623355,0,,
53,74,5,29.43463808,64.94329356,7.507097,0,,
26,67,6,29.00703092,67.90577375,7.07620823,0,,
33,80,22,28.57006,65.7076578,6.59396076,0,,
37,79,9,27.54384835,69.347863,7.043942758,0,,
33,75,20,33.04687968,68.9387563,6.690655045,0,,
22,55,20,33.9530903,69.96000028,7.42353035,0,,
20,68,7,30.00873003,60.00680805,6.578704843,0,,
43,68,20,29.57802702,66.07587668,7.497469256,0,,
44,76,22,27.26458947,68.00232937,7.775306272,0,,
34,60,6,30.3573079,64.24992006,7.322555223,0,,
20,72,7,30.52004732,66.55723677,7.580527339,0,,
25,68,9,29.39982732,64.25500709,7.00845002,0,,
40,62,5,29.38400259,64.04928485,7.35897454,0,,
28,65,23,28.38686534,60.88870027,7.405076038,0,,
35,64,5,28.47442276,63.53604453,6.500044962,0,,
52,58,6,30.6409578,60.04508627,7.067435834,0,,
58,75,25,25.25596239,60.36669662,7.260790753,0,,
34,66,9,32.970305,60.08022078,7.586642,0,,
52,70,6,33.66855394,66.60406867,7.534800833,0,,
23,57,9,32.83963757,67.99803573,7.250000789,0,,
42,58,25,27.45853567,62.90020977,6.503620908,0,,
37,62,7,25.68576704,69.84354028,7.020254928,0,,
44,75,22,30.0328403,64.04800537,7.574560547,0,,
20,80,20,28.20667264,68.27085245,7.350869792,0,,
56,76,6,28.27265858,60.0895606,7.503050076,0,,
29,76,5,28.5407236,64.2020054,7.025607706,0,,
43,60,20,26.87087036,60.60367264,6.804253866,0,,
55,60,5,32.7976675,68.77994074,7.063043872,0,,
44,63,5,26.42333008,64.50036845,7.338929556,0,,
29,67,20,29.79080007,63.38789228,6.620323602,0,,
47,63,6,27.44003279,67.00464369,6.660870999,0,,
40,68,7,34.0262979,65.0487746,7.733049554,0,,
58,60,5,30.94908089,64.23364002,7.402890666,0,,
40,74,8,28.75750783,60.02700476,6.599047298,0,,
58,79,7,27.2476649,66.00023083,7.04074024,0,,
27,62,24,28.63005477,66.770943,7.353876754,0,,
27,60,7,26.4076832,63.64698302,7.026795359,0,,
52,65,20,32.80705206,66.05665037,6.804300033,0,,
44,55,25,29.6320052,65.90359954,7.42060832,0,,
20,62,24,33.49077065,62.73307204,6.84738289,0,,
60,59,22,30.86847286,66.74207464,7.0905226,0,,
33,77,20,30.32992227,65.62970858,7.00285529,0,,
59,58,7,28.546224,66.30394098,7.368308809,0,,
29,63,7,30.02629908,67.88800637,7.26054329,0,,
59,63,8,30.65530075,60.03263703,6.52669058,0,,
29,70,5,30.33499674,63.54708862,6.87259446,0,,
58,73,6,33.36984395,65.67708063,6.874042075,0,,
55,77,22,30.4345059,62.9930347,7.7606083,0,,
42,79,23,27.70678273,63.29003387,6.780840984,0,,
44,77,20,32.63908668,60.300905,7.326980454,0,,
38,62,25,32.7477393,67.77954584,7.453975408,0,,
32,76,5,28.05053602,63.49802089,7.604000077,0,,
3,60,22,9.44084326,63.2777046,7.728832424,0,,
38,60,20,29.84823072,60.63872603,7.490207002,0,,
0,74,7,20.36383757,69.9237589,6.633864582,0,,
37,70,6,26.2866393,68.50966729,7.32486348,0,,
29,70,8,22.07499963,62.03873825,6.400440476,0,,
2,72,8,26.57597546,60.97876599,7.836709564,0,,
6,59,20,26.58972507,66.04007674,6.039205944,0,,
3,64,20,9.034577,62.57526895,6.590570088,0,,
8,58,7,28.75273008,69.05640049,7.286049978,0,,
6,77,20,25.78746268,60.2806298,6.05830606,0,,
2,75,22,23.89270875,60.78779403,6.658605362,0,,
3,69,23,28.67408774,63.08832976,7.299360767,0,,
27,80,24,28.42062847,60.77336343,7.80520066,0,,
39,78,5,20.35499456,62.60036323,5.925390795,0,,
40,79,7,20.02695586,63.08738532,6.403683609,0,,
37,62,22,24.02037872,60.62303345,7.39754627,0,,
30,60,24,25.4047442,65.8567539,7.722335992,0,,
22,67,22,29.0300756,64.49066566,7.475926645,0,,
3,78,8,20.20368209,68.65257685,6.887030053,0,,
4,80,6,29.09585548,68.00965728,7.440976825,0,,
3,60,24,8.29783597,69.6897605,7.629900253,0,,
2,66,20,27.40434987,63.40785982,7.33600722,0,,
4,60,20,24.84063998,60.09006626,6.75020529,0,,
9,60,20,29.9440386,67.30323084,7.52078027,0,,
8,66,22,25.87990287,67.55009024,6.347379085,0,,
32,56,8,20.04677,65.84395309,7.035250532,0,,
6,72,5,22.99450999,66.70897237,7.670078009,0,,
5,77,20,25.03063609,66.92642362,7.39974929,0,,
0,65,24,28.49584395,62.44606209,7.840496029,0,,
30,79,22,8.28766024,69.48505056,6.2542066,0,,
3,63,6,24.38040875,60.08458224,6.868880708,0,,
2,78,23,20.30852048,66.43934593,7.32050472,0,,
0,78,8,8.54040834,62.70637578,6.296976903,0,,
4,67,25,25.287006,60.85993533,7.240050936,0,,
39,65,23,25.43459777,69.02603376,7.685959305,0,,
9,72,5,28.83600962,69.7600292,6.890760024,0,,
8,57,20,27.37659643,63.9392784,6.055905975,0,,
30,58,5,28.30886863,60.09460399,6.067855382,0,,
28,58,25,27.4808649,62.0480495,6.860640036,0,,
5,65,9,8.28072073,68.00365387,6.978360689,0,,
6,65,9,27.60204997,69.29786244,7.04306024,0,,
34,65,9,23.43974653,63.22000726,5.94239222,0,,
4,69,9,20.95628486,63.6802884,7.239455047,0,,
22,55,6,23.7937053,68.03209083,6.50630756,0,,
24,60,7,22.6370424,65.44544859,6.233269045,0,,
2,79,5,20.53577883,65.47227704,7.505283605,0,,
26,63,7,29.87854588,65.73085206,6.950300686,0,,
27,60,5,25.265329,67.00004577,6.958054839,0,,
24,70,6,25.07885306,68.93307305,6.54803469,0,,
3,74,25,24.02092608,60.09533545,6.460608577,0,,
6,64,23,23.3356522,67.40460704,7.065264073,0,,
2,58,23,20.7460008,63.39503084,6.765090462,0,,
32,79,22,27.60095453,63.46070674,5.90645379,0,,
6,68,8,24.388707,62.50453062,6.700340047,0,,
0,79,20,24.98287462,66.895409,6.379880442,0,,
38,77,22,28.234829,69.3059965,6.303284268,0,,
7,74,7,26.03026959,69.55863045,7.393200848,0,,
26,68,24,28.04849594,64.07690942,7.504930973,0,,
23,75,7,24.87425505,64.00203929,7.098076286,0,,
32,78,22,23.97080395,62.35557553,7.007037505,0,,
9,79,9,20.06003985,67.76252583,6.677262562,0,,
22,60,8,9.59220047,60.28633405,6.74398035,0,,
28,69,6,29.77003009,66.29327002,6.547360608,0,,
0,67,20,27.52035365,60.53657684,6.550577598,0,,
2,67,23,25.62896203,63.04909763,6.585020303,0,,
36,67,20,20.39078302,60.4752893,6.924042372,0,,
28,70,20,25.39038396,60.4989659,7.437373666,0,,
2,70,9,24.90079638,60.70367427,7.042600056,0,,
22,68,6,27.70496805,63.20905034,7.74672376,0,,
26,66,22,8.06486,65.0034354,6.300479404,0,,
6,65,6,8.03027797,62.45850602,6.078724007,0,,
4,59,22,23.82723528,67.89805262,6.76660668,0,,
33,59,9,23.09305333,62.74700773,7.640024077,0,,
20,63,7,25.08966029,68.07543002,6.559680838,0,,
0,69,20,25.86928093,60.88320072,7.072923306,0,,
0,75,7,8.43966037,68.05394959,7.732094788,0,,
30,60,8,27.04900056,67.02664337,6.057782589,0,,
0,74,7,23.33375853,64.50505776,7.2409884,0,,
35,74,22,26.7230004,62.96840833,6.898905799,0,,
7,63,24,9.55750776,64.45268309,6.808680086,0,,
9,56,7,26.03708256,66.7729209,6.260937875,0,,
4,74,5,27.99990346,65.57653373,6.493036868,0,,
4,76,20,29.05940062,62.00652364,7.042474679,0,,
36,65,6,25.70269843,64.0023333,7.692003657,0,,
28,67,20,20.79792649,63.73086065,6.250994223,0,,
28,79,6,24.70626432,60.26854083,6.05208488,0,,
40,60,22,20.94980756,65.8008757,7.002206044,0,,
0,70,9,24.84908386,68.98088448,7.272427638,0,,
2,80,9,20.90040045,65.20662467,5.962000484,0,,
37,77,20,25.93380964,68.70533022,7.080506,0,,
0,67,22,29.82002002,69.4073209,6.593798387,0,,
7,73,25,27.5208559,63.03205259,7.28805662,0,,
0,56,8,27.99627907,68.6428593,7.32700972,0,,
39,70,5,20.76774783,63.90064054,6.36635578,0,,
26,56,22,23.05276444,60.424786,7.000020206,0,,
9,77,7,20.65845777,63.58337046,6.280725549,0,,
4,59,9,26.25070298,67.62779652,7.620494566,0,,
34,73,5,20.97095263,63.83079889,7.630424083,0,,
33,77,5,23.89736406,66.32002048,7.802202437,0,,
2,24,38,24.55980624,90.63536236,5.922935503,0,,
6,8,37,9.65690085,89.93700023,5.937649578,0,,
8,26,36,8.78359608,87.4024767,6.804780006,0,,
37,8,39,24.0469628,94.5000662,6.424670604,0,,
0,27,38,22.44580266,89.90047027,6.73800622,0,,
30,25,38,24.96273236,92.40500423,6.497366677,0,,
20,20,38,22.5526059,89.3259486,6.327673765,0,,
6,30,40,22.77035608,90.45498527,6.36037446,0,,
25,27,40,9.20090378,94.27659596,6.92350937,0,,
5,0,38,23.02808226,92.68328358,6.630646083,0,,
4,5,36,24.92639065,85.09098079,5.832525853,0,,
6,0,40,24.77464458,85.63608688,6.738993954,0,,
36,7,37,9.8670084,86.35590206,5.782435567,0,,
4,20,40,24.26600306,93.797406,6.537042707,0,,
29,22,40,23.62600208,89.73266695,6.0450044,0,,
6,5,42,9.67832052,89.08935702,6.890784045,0,,
8,27,40,22.36509395,92.3088239,7.075344328,0,,
0,8,42,20.57936934,94.88267728,5.938528744,0,,
5,5,38,8.2623322,88.06779029,5.709380472,0,,
8,23,44,23.70028028,89.60794065,6.084400085,0,,
9,8,40,22.48720044,89.9224883,6.553509673,0,,
40,27,45,20.6602498,94.79397409,5.885638085,0,,
22,23,44,20.03037075,89.30505037,6.04387469,0,,
9,6,39,8.40064435,90.00927248,6.000098974,0,,
2,29,40,9.68290073,89.75272999,6.594037035,0,,
0,7,42,23.20242586,90.0944267,6.85984082,0,,
2,20,44,8.92057097,87.30290342,6.56893406,0,,
28,6,40,22.00620387,90.34039606,6.769855664,0,,
8,23,44,8.47402402,89.68909664,7.03083793,0,,
29,6,36,9.80069447,88.92944254,5.740338002,0,,
7,8,43,24.4880844,90.83687246,5.843005428,0,,
34,20,42,8.75927679,89.93457597,6.648687274,0,,
